row	title
2885	Planes, Trains and Automobiles
2886	She's Having a Baby
2887	The Living Daylights
2888	The Transformers: The Movie
2889	Wall Street
2890	Born on the Fourth of July
2891	Talk Radio
2892	Brewster's Millions
2893	Snatch
2894	Punchline
2895	Mr Accident
2896	Chocolat
2897	Dude, Where’s My Car?
2898	The Emperor's New Groove
2899	Pollock
2900	What Women Want
2901	Finding Forrester
2902	The Gift
2903	Cast Away
2904	The Family Man
2905	The House of Mirth
2906	Miss Congeniality
2907	O Brother, Where Art Thou?
2908	Songcatcher
2909	State and Main
2910	Dracula 2000
2911	All the Pretty Horses
2912	An Everlasting Piece
2913	Thirteen Days
2914	Traffic
2915	The Claim
2916	Shadow of the Vampire
2917	House of Games
2918	Kill Me Again
2919	Annie
2920	Don't Tell Mom the Babysitter's Dead
2921	An Officer and a Gentleman
2922	The Alamo
2923	At Close Range
2924	Breakheart Pass
2925	Friendly Persuasion
2926	Imaginary Crimes
2927	Antitrust
2928	Double Take
2929	Save the Last Dance
2930	Panic
2931	Love Field
2932	The Man in the Moon
2933	Mystic Pizza
2934	Coffy
2935	Foxy Brown
2936	I'm Gonna Git You Sucka
2937	Untamed Heart
2938	Sugar & Spice
2939	The Wedding Planner
2940	Faithless
2941	The Invisible Circus
2942	Two Ninas
2943	Harry, He's Here To Help
2944	Amazing Grace and Chuck
2945	Amazon Women on the Moon
2946	Baby Boom
2947	Barfly
2948	Best Seller
2949	Beverly Hills Cop
2950	The Big Easy
2951	The Big Town
2952	The Brave Little Toaster
2953	Can't Buy Me Love
2954	Cherry 2000
2955	Cop
2956	Critical Condition
2957	The Dead
2958	Eddie Murphy Raw
2959	Empire of the Sun
2960	The Evil Dead
2961	Extreme Prejudice
2962	Family Viewing
2963	Five Corners
2964	Flowers in the Attic
2965	Gardens of Stone
2966	Julia and Julia
2967	Hiding Out
2968	Hollywood Shuffle
2969	Hope and Glory
2970	Hot Pursuit
2971	Housekeeping
2972	Hunk
2973	Innerspace
2974	Ironweed
2975	Jaws: The Revenge
2976	Less Than Zero
2977	The Lost Boys
2978	Made in Heaven
2979	Maid to Order
2980	Mannequin
2981	Masters of the Universe
2982	The Monster Squad
2983	Morgan Stewart's Coming Home
2984	My Demon Lover
2985	Head Over Heels
2986	Left Behind
2987	Valentine
2988	In the Mood for Love
2989	Hannibal
2990	Saving Silverman
2991	Vatel
2992	Recess: School's Out
2993	Sweet November
2994	Company Man
2995	Monkeybone
2996	3000 Miles to Graceland
2997	The Mexican
2998	See Spot Run
2999	Carman: The Champion
3000	Me, You, Them
3001	Series 7: The Contenders
3002	15 Minutes
3003	Get Over It
3004	Blow Dry
3005	Long Night's Journey Into Day
3006	Avalon
3007	The Mirror Crack'd
3008	Of Mice and Men
3009	Reform School Girls
3010	Tuff Turf
3011	The Unbelievable Truth
3012	The Bishop's Wife
3013	The Fortune Cookie
3014	Lilies of the Field
3015	Hans Christian Andersen
3016	Elmer Gantry
3017	Alfie
3018	Demetrius and the Gladiators
3019	The Fantasticks
3020	The Abominable Dr. Phibes
3021	Die, Monster, Die!
3022	Battle Beyond the Stars
3023	Double Impact
3024	The End
3025	Harley Davidson and the Marlboro Man
3026	Losin' It
3027	Mermaids
3028	The Mighty Quinn
3029	Unmade Beds
3030	Rated X
3031	Manhunter
3032	Death on the Nile
3033	Revenge of the Nerds
3034	Revenge of the Nerds II: Nerds in Paradise
3035	4 Little Girls
3036	River's Edge
3037	Girls Just Want to Have Fun
3038	The Longest Yard
3039	Necessary Roughness
3040	C.H.U.D.
3041	Enemy at the Gates
3042	Exit Wounds
3043	The Dish
3044	Memento
3045	Heartbreakers
3046	Someone Like You...
3047	Spy Kids
3048	Tomcats
3049	The Tailor of Panama
3050	Amores perros
3051	Along Came a Spider
3052	Blow
3053	Just Visiting
3054	Pokémon: Spell of the Unknown
3055	Bridget Jones's Diary
3056	Joe Dirt
3057	Josie and the Pussycats
3058	Kingdom Come
3059	The Body
3060	Chopper
3061	Crocodile Dundee in Los Angeles
3062	Freddy Got Fingered
3063	The Luzhin Defence
3064	Scarface
3065	Days of Wine and Roses
3066	Driven
3067	The Forsaken
3068	One Night at McCool's
3069	Town & Country
3070	The Mummy Returns
3071	Under the Sand
3072	Cleopatra
3073	Krull
3074	The World According to Garp
3075	Candy
3076	Fellini Satyricon
3077	Roma
3078	Frankie and Johnny
3079	A Home of Our Own
3080	Pola X
3081	For the Boys
3082	Nine to Five
3083	Norma Rae
3084	Summer Rental
3085	The 5,000 Fingers of Dr. T.
3086	Catchfire
3087	Love Story
3088	Rififi
3089	A Knight's Tale
3090	Bread and Roses
3091	The King Is Alive
3092	Sordid Lives
3093	Angel Eyes
3094	Shrek
3095	Moulin Rouge!
3096	Pearl Harbor
3097	Ice Castles
3098	Love Potion No. 9
3099	Postcards from the Edge
3100	Apache
3101	Buffalo Bill and the Indians, or Sitting Bull's History Lesson
3102	City Slickers
3103	Eight Men Out
3104	The Horse Soldiers
3105	The Kentuckian
3106	La Notte
3107	Mississippi Burning
3108	The Magnificent Seven
3109	Return of the Seven
3110	Rio Bravo
3111	Semi-Tough
3112	Throw Momma from the Train
3113	Midnight Madness
3114	The Sand Pebbles
3115	Twelve O'Clock High
3116	The Animal
3117	What's the Worst That Could Happen?
3118	Big Eden
3119	Evolution
3120	Swordfish
3121	The Anniversary Party
3122	Point Break
3123	Shag
3124	Unlawful Entry
3125	Youngblood
3126	Gentlemen Prefer Blondes
3127	How to Marry a Millionaire
3128	Macabre
3129	The Seven Year Itch
3130	Tootsie
3131	The Boys Next Door
3132	Too Late the Hero
3133	Atlantis: The Lost Empire
3134	Lara Croft: Tomb Raider
3135	Dr. Dolittle 2
3136	The Fast and the Furious
3137	A.I. Artificial Intelligence
3138	Baby Boy
3139	Crazy/Beautiful
3140	Pootie Tang
3141	Sexy Beast
3142	The Princess and the Warrior
3143	The Crimson Rivers
3144	Cats & Dogs
3145	Kiss of the Dragon
3146	Scary Movie 2
3147	Lost and Delirious
3148	Beach Blanket Bingo
3149	The Cannonball Run
3150	Cannonball Run II
3151	Speed Zone
3152	Donovan's Brain
3153	Donovan's Reef
3154	Dr. Goldfoot and the Bikini Machine
3155	House of Usher
3156	Faust
3157	The Man Who Shot Liberty Valance
3158	Salvador
3159	Something Wild
3160	The Sons of Katie Elder
3161	The Thing with Two Heads
3162	Village of the Giants
3163	X: The Man with the X-Ray Eyes
3164	Nice Dreams
3165	The Day the Earth Caught Fire
3166	The House by the Cemetery
3167	Things Are Tough All Over
3168	All That Heaven Allows
3169	The Barefoot Contessa
3170	The Blackout
3171	Cries and Whispers
3172	The Entertainer
3173	Kiss Me Deadly
3174	The Lion in Winter
3175	The Misfits
3176	Moby Dick
3177	Popcorn
3178	Rembrandt
3179	Sweet Smell of Success
3180	Written on the Wind
3181	The 10th Victim
3182	Suspiria
3183	Fist of Fury
3184	Christiane F.
3185	The Big Boss
3186	Game of Death
3187	The Last Dragon
3188	Outland
3189	The Way of the Dragon
3190	Final Fantasy: The Spirits Within
3191	Legally Blonde
3192	The Score
3193	Bully
3194	Made
3195	Michael Jordan to the Max
3196	More
3197	18 Again!
3198	1969
3199	The Accused
3200	Above the Law
3201	The Adventures of Baron Munchausen
3202	Arthur 2: On the Rocks
3203	Bad Dreams
3204	Bat*21
3205	Beaches
3206	The Beast of War
3207	Big Business
3208	Big Top Pee-wee
3209	Biloxi Blues
3210	The Blob
3211	The Boost
3212	Caddyshack II
3213	Casual Sex?
3214	Clean and Sober
3215	Cocktail
3216	Colors
3217	Coming to America
3218	The Couch Trip
3219	Critters
3220	Critters 2
3221	Critters 3
3222	Crossing Delancey
3223	D.O.A.
3224	Dead Heat
3225	The Dead Pool
3226	Dirty Rotten Scoundrels
3227	Elvira, Mistress of the Dark
3228	Ernest Saves Christmas
3229	Everybody's All-American
3230	Feds
3231	For Keeps
3232	Frantic
3233	Fresh Horses
3234	Gorillas in the Mist
3235	The Great Outdoors
3236	Heartbreak Hotel
3237	High Spirits
3238	Hot to Trot
3239	Imagine: John Lennon
3240	Johnny Be Good
3241	Lady in White
3242	The Land Before Time
3243	License to Drive
3244	Little Nikita
3245	Moving
3246	My Stepmother is an Alien
3247	A Night in the Life of Jimmy Reardon
3248	Off Limits
3249	Bagdad Cafe
3250	Permanent Record
3251	Red Heat
3252	Return of the Living Dead Part II
3253	The Return of the Living Dead
3254	Return to Snowy River
3255	The Man from Snowy River
3256	Salome's Last Dance
3257	Salsa
3258	Satisfaction
3259	The Serpent and the Rainbow
3260	Shakedown
3261	Shoot to Kill
3262	Short Circuit 2
3263	Short Circuit
3264	The Vanishing
3265	Sunset
3266	Switching Channels
3267	The Telephone
3268	They Live
3269	Track 29
3270	Tucker: The Man and His Dream
3271	Twins
3272	Vice Versa
3273	Watchers
3274	Waxwork
3275	Without a Clue
3276	Young Einstein
3277	Always
3278	Best of the Best 2
3279	The Big Picture
3280	Bill & Ted's Excellent Adventure
3281	Black Rain
3282	Blaze
3283	Blind Fury
3284	C.H.U.D. II: Bud the Chud
3285	Casualties of War
3286	Cookie
3287	Cyborg
3288	Dead Bang
3289	Dream a Little Dream
3290	The Dream Team
3291	Earth Girls Are Easy
3292	Eddie and the Cruisers II: Eddie Lives!
3293	Eddie and the Cruisers
3294	Farewell to the King
3295	Fat Man and Little Boy
3296	Going Overboard
3297	Great Balls of Fire!
3298	Gross Anatomy
3299	Happy Together
3300	Harlem Nights
3301	Immediate Family
3302	Jacknife
3303	The January Man
3304	Johnny Handsome
3305	K-9
3306	Kickboxer
3307	Last Exit to Brooklyn
3308	Lean On Me
3309	Let It Ride
3310	Leviathan
3311	Little Monsters
3312	Lock Up
3313	Look Who's Talking
3314	Loverboy
3315	Major League
3316	Meet the Feebles
3317	Millennium
3318	Miracle Mile
3319	Miss Firecracker
3320	New York Stories
3321	Next of Kin
3322	No Holds Barred
3323	Old Gringo
3324	The Package
3325	Parents
3326	Penn & Teller Get Killed
3327	Red Scorpion
3328	Jurassic Park III
3329	America's Sweethearts
3330	Brother
3331	Ghost World
3332	Hedwig and the Angry Inch
3333	Planet of the Apes
3334	Cure
3335	Wet Hot American Summer
3336	Relentless
3337	The Return of Swamp Thing
3338	Road House
3339	Romero
3340	Rosalie Goes Shopping
3341	Rude Awakening
3342	Santa Sangre
3343	Scandal
3344	Sea of Love
3345	See No Evil, Hear No Evil
3346	She's Out of Control
3347	Shirley Valentine
3348	Shocker
3349	Skin Deep
3350	Some Girls
3351	Stepfather II: Make Room For Daddy
3352	The Stepfather
3353	The Tall Guy
3354	Tango & Cash
3355	Tap
3356	Three Fugitives
3357	Troop Beverly Hills
3358	Turner & Hooch
3359	UHF
3360	Uncle Buck
3361	Vampire's Kiss
3362	The War of the Roses
3363	Warlock
3364	The Wizard
3365	Worth Winning
3366	Weekend at Bernie's II
3367	Black Robe
3368	The Cat o' Nine Tails
3369	The Cotton Club
3370	Def-Con 4
3371	The Hotel New Hampshire
3372	Zorro, The Gay Blade
3373	Basket Case
3374	Orphans
3375	Original Sin
3376	The Princess Diaries
3377	Rush Hour 2
3378	Hatari!
3379	Liebestraum
3380	Paint Your Wagon
3381	The Shootist
3382	The Wild Child
3383	Altered States
3384	Any Which Way You Can
3385	The Awakening
3386	Bad Timing
3387	The Big Brawl
3388	American Pie 2
3389	Osmosis Jones
3390	The Others
3391	American Outlaws
3392	All Over the Guy
3393	On the Edge
3394	Session 9
3395	Rat Race
3396	Innocence
3397	Bubble Boy
3398	The Curse of the Jade Scorpion
3399	Jay and Silent Bob Strike Back
3400	Ghosts of Mars
3401	Summer Catch
3402	An American Rhapsody
3403	Happy Accidents
3404	Tortilla Soup
3405	Jeepers Creepers
3406	O
3407	Waking Up in Reno
3408	3 Ninjas
3409	3 Ninjas Kick Back
3410	3 Ninjas Knuckle Up
3411	The Hunter
3412	Maniac
3413	Vamp
3414	The Wicker Man
3415	Wish Upon a Star
3416	The Musketeer
3417	Rock Star
3418	Kill Me Later
3419	L.I.E.
3420	Abbott and Costello Meet the Mummy
3421	Into the Arms of Strangers: Stories of the Kindertransport
3422	The Glass House
3423	Hardball
3424	Haiku Tunnel
3425	Big Trouble
3426	Glitter
3427	Training Day
3428	The American Astronaut
3429	Go Tigers!
3430	Megiddo: The Omega Code 2
3431	Sidewalks of New York
3432	The French Lieutenant's Woman
3433	The Great Silence
3434	The Legend of Hell House
3435	Little Man Tate
3436	Phantom of the Paradise
3437	The Return of a Man Called Horse
3438	Valdez Is Coming
3439	13 Ghosts
3440	Opera
3441	The Grass Is Greener
3442	A Hole in the Head
3443	Indiscreet
3444	It's a Mad, Mad, Mad, Mad World
3445	The Little Foxes
3446	Operation Petticoat
3447	Play Misty for Me
3448	Pocketful of Miracles
3449	Sayonara
3450	Spring Break
3451	The Vanishing
3452	Silkwood
3453	Quadrophenia
3454	SpaceCamp
3455	When Worlds Collide
3456	Don't Say a Word
3457	Hearts in Atlantis
3458	Zoolander
3459	Born Romantic
3460	Extreme Days
3461	Joy Ride
3462	Max Keeble's Big Move
3463	Serendipity
3464	The Big Red One
3465	The Boogey Man
3466	Lady in a Cage
3467	Brubaker
3468	Can't Stop the Music
3469	Carny
3470	The Changeling
3471	Cheech & Chong's Next Movie
3472	Coal Miner's Daughter
3473	The Competition
3474	Cruising
3475	D.O.A.
3476	Death Ship
3477	The Last Metro
3478	Divine Madness
3479	Bandits
3480	Corky Romano
3481	Iron Monkey
3482	Fat Girl
3483	Mulholland Drive
3484	My First Mister
3485	Bones
3486	Brannigan
3487	Clambake
3488	Dirty Harry
3489	Fiddler on the Roof
3490	Kansas
3491	Making the Grade
3492	Not Without My Daughter
3493	Female Trouble
3494	Titanica
3495	From Hell
3496	The Last Castle
3497	Riding in Cars with Boys
3498	Burnt Money
3499	Dancing at the Blue Iguana
3500	Focus
3501	Intimacy
3502	Waking Life
3503	K-PAX
3504	Thir13en Ghosts
3505	Better Than Sex
3506	Donnie Darko
3507	High Heels and Low Lifes
3508	Life as a House
3509	Domestic Disturbance
3510	Monsters, Inc.
3511	The One
3512	Tape
3513	Heist
3514	Shallow Hal
3515	Maze
3516	When a Stranger Calls
3517	Timerider: The Adventure of Lyle Swann
3518	The Wash
3519	Harry Potter and the Philosopher's Stone
3520	The Fluffer
3521	Black Knight
3522	Out Cold
3523	Spy Game
3524	The Devil's Backbone
3525	In the Bedroom
3526	Across 110th Street
3527	The Incredible Shrinking Woman
3528	Jabberwocky
3529	Funny Girl
3530	Circus of Horrors
3531	Breathless
3532	The Beastmaster
3533	Midway
3534	The Young Lions
3535	Subway
3536	Now, Voyager
3537	Anzio
3538	The Cheap Detective
3539	The Last Wave
3540	That Obscure Object of Desire
3541	The Toy
3542	Don't Go in the House
3543	Dressed to Kill
3544	The Exterminator
3545	Fame
3546	Fatso
3547	The Final Countdown
3548	The First Deadly Sin
3549	Flash Gordon
3550	The Angry Red Planet
3551	At the Earth's Core
3552	Empire of the Ants
3553	The Enforcer
3554	An Eye for an Eye
3555	The Gauntlet
3556	I Bury the Living
3557	Invasion U.S.A.
3558	Lone Wolf McQuade
3559	Lord of the Flies
3560	The People That Time Forgot
3561	Ocean's Eleven
3562	The Sicilian
3563	The Stunt Man
3564	Sudden Impact
3565	Behind Enemy Lines
3566	The Affair of the Necklace
3567	The Independent
3568	Porn Star: The Legend of Ron Jeremy
3569	Ocean's Eleven
3570	The Incredible Shrinking Man
3571	Moscow on the Hudson
3572	The Owl and the Pussycat
3573	Amélie
3574	Not Another Teen Movie
3575	Vanilla Sky
3576	Lantana
3577	The Royal Tenenbaums
3578	Bill & Ted's Bogus Journey
3579	Clockwise
3580	The Crawling Eye
3581	Silent Rage
3582	Spacehunter: Adventures in the Forbidden Zone
3583	How High
3584	Jimmy Neutron: Boy Genius
3585	Joe Somebody
3586	Kate & Leopold
3587	The Lord of the Rings: The Fellowship of the Ring
3588	The Majestic
3589	A Beautiful Mind
3590	The Convent
3591	The Defiant Ones
3592	Dodsworth
3593	Medium Cool
3594	Sahara
3595	Fritz the Cat
3596	The Party
3597	Separate Tables
3598	Sex and Zen
3599	Topkapi
3600	Witness for the Prosecution
3601	Ali
3602	Black Hawk Down
3603	Charlotte Gray
3604	Gosford Park
3605	I Am Sam
3606	Monster's Ball
3607	The Shipping News
3608	The Big Heat
3609	Motorama
3610	Silent Trigger
3611	Murder by Death
3612	The Waterdance
3613	Orange County
3614	Another 48 Hrs.
3615	China Moon
3616	Romantic Comedy
3617	Truly Madly Deeply
3618	California Suite
3619	The Long Gray Line
3620	The Flight of Dragons
3621	Dragonslayer
3622	Conan the Destroyer
3623	Fire and Ice
3624	The Formula
3625	Foxes
3626	Galaxina
3627	Impostor
3628	Snow Dogs
3629	48 Hrs.
3630	Brainstorm
3631	Dragon: The Bruce Lee Story
3632	4 for Texas
3633	Little Dieter Needs to Fly
3634	M*A*S*H
3635	Mrs. Soffel
3636	The Count of Monte Cristo
3637	The Mothman Prophecies
3638	A Walk to Remember
3639	Metropolis
3640	Storytelling
3641	Waydowntown
3642	The Adventures of Huck Finn
3643	Cousins
3644	Slackers
3645	Rare Birds
3646	Caged Heat
3647	The Hunchback of Notre Dame
3648	Big Fat Liar
3649	Collateral Damage
3650	Rollerball
3651	Baby's Day Out
3652	Heidi
3653	The Man Who Loved Women
3654	Rookie of the Year
3655	The Sandlot
3656	Don't Look Now
3657	Crossroads
3658	Hart's War
3659	John Q
3660	Return to Never Land
3661	The Good Son
3662	After the Fox
3663	The Bad and the Beautiful
3664	Cast a Giant Shadow
3665	Designing Woman
3666	Funny Lady
3667	The Heartbreak Kid
3668	Saturday Night and Sunday Morning
3669	Sleuth
3670	Summer of '42
3671	A Touch of Class
3672	Town Without Pity
3673	Used Cars
3674	The Deadly Mantis
3675	Dragonfly
3676	Queen of the Damned
3677	Mean Machine
3678	Monsoon Wedding
3679	The Bad News Bears
3680	The Bad News Bears Go to Japan
3681	The Bad News Bears in Breaking Training
3682	The Firemen's Ball
3683	The Lone Ranger
3684	Black Like Me
3685	Under the Skin
3686	40 Days and 40 Nights
3687	We Were Soldiers
3688	Trouble Every Day
3689	The Big Bird Cage
3690	The Big Doll House
3691	The Church
3692	FernGully: The Last Rainforest
3693	Hell of the Living Dead
3694	Intersection
3695	Jo Jo Dancer, Your Life Is Calling
3696	StageFright: Aquarius
3697	A Troll in Central Park
3698	Zombie Flesh Eaters
3699	My Favorite Brunette
3700	Scarlet Street
3701	All About the Benjamins
3702	The Time Machine
3703	Full Frontal
3704	The Field
3705	Hidden Agenda
3706	Fun
3707	Gloria
3708	Hangar 18
3709	Hawk the Slayer
3710	He Knows You're Alone
3711	Heaven's Gate
3712	Hero at Large
3713	Honeysuckle Rose
3714	Hopscotch
3715	How to Beat the High Co$t of Living
3716	Humanoids from the Deep
3717	Inside Moves
3718	The Island
3719	The Jazz Singer
3720	Zombie Lake
3721	Lion of the Desert
3722	Little Darlings
3723	The Long Good Friday
3724	The Long Riders
3725	Eaten Alive!
3726	The Monster Club
3727	Death Watch
3728	Motel Hell
3729	Mother's Day
3730	The Ninth Configuration
3731	Burial Ground
3732	Oh, God! Book II
3733	Oh, God!
3734	Oh Heavenly Dog
3735	Super Fuzz
3736	Ice Age
3737	Resident Evil
3738	Showtime
3739	Kissing Jessica Stein
3740	Y Tu Mamá También
3741	All the Right Moves
3742	Barabbas
3743	The Ghost Breakers
3744	The Paleface
3745	Road to Morocco
3746	Road to Singapore
3747	Road to Zanzibar
3748	Split Second
3749	Taps
3750	Running Scared
3751	Seems Like Old Times
3752	Serial
3753	Shogun Assassin
3754	Simon
3755	Smokey and the Bandit II
3756	Smokey and the Bandit
3757	Smokey and the Bandit Part 3
3758	Spetters
3759	Stir Crazy
3760	Blade II
3761	Stolen Summer
3762	Homicidal
3763	Mr. Sardonicus
3764	Strait-Jacket
3765	Clockstoppers
3766	Death to Smoochy
3767	The Rookie
3768	The Piano Teacher
3769	Very Annie Mary
3770	Boxcar Bertha
3771	Crimes of Passion
3772	Fraternity Vacation
3773	High Crimes
3774	National Lampoon’s Van Wilder
3775	After Dark, My Sweet
3776	Body and Soul
3777	First Men in the Moon
3778	Rashomon
3779	Slap Shot
3780	Changing Lanes
3781	Frailty
3782	New Best Friend
3783	The Sweetest Thing
3784	The Cat's Meow
3785	Human Nature
3786	My Big Fat Greek Wedding
3787	3:10 to Yuma
3788	Breakout
3789	Joe Versus the Volcano
3790	Rome, Open City
3791	Return of the Killer Tomatoes!
3792	Return to Horror High
3793	Taking Care of Business
3794	Three Men and a Baby
3795	Transylvania 6-5000
3796	The Watcher in the Woods
3797	Murder by Numbers
3798	The Scorpion King
3799	Enigma
3800	Nine Queens
3801	Jason X
3802	Rain
3803	Salton Sea
3804	Vulgar
3805	Cadillac Man
3806	The Coca-Cola Kid
3807	Cuba
3808	Delirious
3809	Joe
3810	Lenny
3811	Nomads
3812	The Temp
3813	Thief of Hearts
3814	Deuces Wild
3815	Hollywood Ending
3816	Spider-Man
3817	Butterflies Are Free
3818	Cactus Flower
3819	The Cassandra Crossing
3820	The Giant Spider Invasion
3821	Mountains of the Moon
3822	Rambling Rose
3823	The Survivors
3824	White Fang
3825	White Fang 2: Myth of the White Wolf
3826	The New Guy
3827	Unfaithful
3828	Whore
3829	Big Bad Mama
3830	Calamity Jane
3831	The Cranes Are Flying
3832	Devil Doll
3833	The Harvey Girls
3834	The Lady in Red
3835	About a Boy
3836	Star Wars: Episode II - Attack of the Clones
3837	The Importance of Being Earnest
3838	The Charge of the Light Brigade
3839	Every Which Way But Loose
3840	The Hound of the Baskervilles
3841	I Want to Live!
3842	The Last Waltz
3843	The Pride and the Passion
3844	Enough
3845	Insomnia
3846	Spirit: Stallion of the Cimarron
3847	CQ
3848	Thirteen Conversations About One Thing
3849	Bus Stop
3850	Cowboy
3851	Don't Bother to Knock
3852	The Gambler
3853	Let's Make Love
3854	Requiem for a Heavyweight
3855	River of No Return
3856	The Sum of All Fears
3857	Undercover Brother
3858	The Desert Rats
3859	Rapid Fire
3860	Silent Running
3861	Summer Holiday
3862	The Villain
3863	Zombie Holocaust
3864	Bad Company
3865	Divine Secrets of the Ya-Ya Sisterhood
3866	Cherish
3867	The Bourne Identity
3868	Scooby-Doo
3869	Windtalkers
3870	Gangster No. 1
3871	Harvard Man
3872	Caveman
3873	Cheech & Chong's The Corsican Brothers
3874	5 Card Stud
3875	Goin' South
3876	Hero and the Terror
3877	Silver Bullet
3878	Sorry, Wrong Number
3879	Hombre
3880	The Manhattan Project
3881	Men at Work
3882	She Wore a Yellow Ribbon
3883	Traces of Red
3884	V.I. Warshawski
3885	Lilo & Stitch
3886	Minority Report
3887	Rabbit-Proof Fence
3888	Sunshine State
3889	Hey Arnold! The Movie
3890	Mr. Deeds
3891	Pumpkin
3892	Look Who's Talking Now!
3893	Lost in Yonkers
3894	Mo' Money
3895	Wagons East!
3896	Like Mike
3897	Men in Black II
3898	The Powerpuff Girls Movie
3899	Me Without You
3900	The Crocodile Hunter: Collision Course
3901	Reign of Fire
3902	Road to Perdition
3903	Never Again
3904	20 Million Miles to Earth
3905	Grand Theft Auto
3906	The Importance of Being Earnest
3907	Perfect
3908	1776
3909	Fox and His Friends
3910	The Legend of Boggy Creek
3911	Z
3912	Halloween: Resurrection
3913	Eight Legged Freaks
3914	K-19: The Widowmaker
3915	Stuart Little 2
3916	Austin Powers in Goldmember
3917	The Country Bears
3918	Tadpole
3919	Harry and Walter Go To New York
3920	The Big Bus
3921	Fathom
3922	In Like Flint
3923	Modesty Blaise
3924	Our Man Flint
3925	Red Beard
3926	Robin and Marian
3927	Top Secret!
3928	The Master of Disguise
3929	Signs
3930	Spy Kids 2: The Island of Lost Dreams
3931	The Good Girl
3932	Blood Work
3933	xXx
3934	24 Hour Party People
3935	Change of Habit
3936	The Principal
3937	Rollerball
3938	The Adventures of Pluto Nash
3939	Blue Crush
3940	The Isle
3941	Possession
3942	One Hour Photo
3943	Serving Sara
3944	S1m0ne
3945	Undisputed
3946	The Care Bears Movie
3947	Clash of the Titans
3948	Hot Shots!
3949	Nightmare City
3950	The Swarm
3951	Time After Time
3952	The Unearthly
3953	976-EVIL
3954	Down and Out in Beverly Hills
3955	Love Me Tender
3956	The Return of the Vampire
3957	The Revenge of Frankenstein
3958	Stakeout
3959	Wolfen
3960	FearDotCom
3961	Slap Her... She's French
3962	City By The Sea
3963	Swimfan
3964	The Incubus
3965	Johnny Dangerously
3966	The Last House on the Left
3967	Thesis
3968	Barbershop
3969	Stealing Harvard
3970	The Transporter
3971	Betty Fisher and Other Stories
3972	Igby Goes Down
3973	Aspen Extreme
3974	Betsy's Wedding
3975	Captain Ron
3976	The Devil Bat
3977	Ernest Goes to Jail
3978	The Hills Have Eyes Part II
3979	The Hills Have Eyes
3980	Indian Summer
3981	The Mack
3982	Monkey Trouble
3983	Monster in the Closet
3984	Shock Waves
3985	Suburban Commando
3986	Surf Ninjas
3987	The Wanderers
3988	The Yearling
3989	The Ladykillers
3990	The Lavender Hill Mob
3991	The Man in the White Suit
3992	Society
3993	The Experiment
3994	The Banger Sisters
3995	The Four Feathers
3996	Trapped
3997	8 Women
3998	Secretary
3999	Spirited Away
4000	The Trials of Henry Kissinger
4001	Sweet Home Alabama
4002	The Tuxedo
4003	Charly
4004	Just a Kiss
4005	Skins
4006	Wasabi
4007	Jonah: A VeggieTales Movie
4008	Red Dragon
4009	Heaven
4010	Welcome to Collinwood
4011	Flirting
4012	Mothra vs. Godzilla
4013	Godzilla, King of the Monsters!
4014	The Moderns
4015	The Onion Field
4016	The Pride of the Yankees
4017	Texasville
4018	Horror of Dracula
4019	Strange Brew
4020	The Incredible Mr. Limpet
4021	Claire of the Moon
4022	Django
4023	The Fan
4024	Festival in Cannes
4025	Flashback
4026	Hanky Panky
4027	The Rocking Horse Winner
4028	Seance on a Wet Afternoon
4029	Below
4030	Brown Sugar
4031	Knockaround Guys
4032	The Rules of Attraction
4033	Tuck Everlasting
4034	Bowling for Columbine
4035	Comedian
4036	Swept Away
4037	Abandon
4038	The 51st State
4039	The Ring
4040	Auto Focus
4041	Naqoyqatsi
4042	Russian Ark
4043	Take Care of My Cat
4044	Billy Bathgate
4045	Grave of the Fireflies
4046	Jason Goes to Hell: The Final Friday
4047	The Mechanic
4048	Saturday Night Fever
4049	Staying Alive
4050	To the Devil a Daughter
4051	Urban Cowboy
4052	Terror Train
4053	Tom Horn
4054	The Pumaman
4055	Up the Academy
4056	Xanadu
4057	...All the Marbles
4058	Absence of Malice
4059	All Night Long
4060	The Amateur
4061	Blow Out
4062	Buddy Buddy
4063	The Burning
4064	Cannibal Ferox
4065	Carbon Copy
4066	Charlie Chan and the Curse of the Dragon Queen
4067	Continental Divide
4068	Dead & Buried
4069	Deadly Blessing
4070	Death Hunt
4071	Endless Love
4072	Enter the Ninja
4073	The Entity
4074	Eyewitness
4075	Faces of Death II
4076	Faces of Death
4077	First Monday in October
4078	Fort Apache, the Bronx
4079	Four Friends
4080	Galaxy of Terror
4081	Gallipoli
4082	Ghost Story
4083	Gregory's Girl
4084	The Hand
4085	Happy Birthday to Me
4086	Heartbeeps
4087	Ladies and Gentlemen, the Fabulous Stains
4088	Lady Chatterley's Lover
4089	The Legend of the Lone Ranger
4090	Looker
4091	Modern Romance
4092	Ms .45
4093	My Bloody Valentine
4094	Neighbors
4095	The Night the Lights Went Out in Georgia
4096	Only When I Laugh
4097	Pennies from Heaven
4098	Pieces
4099	Piranha Part Two: The Spawning
4100	Polyester
4101	Private Lessons
4102	Ghost Ship
4103	Jackass: The Movie
4104	Paid in Full
4105	Frida
4106	Roger Dodger
4107	The Big Knife
4108	Casino Royale
4109	The Company of Wolves
4110	How to Murder Your Wife
4111	The Russians Are Coming, The Russians Are Coming
4112	The World of Henry Orient
4113	I Spy
4114	The Santa Clause 2
